rsrp,rsrq,ref_signal_power,cipher_null,integrity_null,tac_change,cell_barred,auth_present,smc_present,reject_cause,label
-87.60513794250053,-12.215129742631325,16.212407539801323,0,0,0,0,1,1,0,0
-102.0148862253407,-11.993878000189394,17.35456060694961,0,0,0,0,1,0,0,0
-104.1154320087326,-8.57019109802806,19.00733587819763,0,0,0,0,1,1,0,0
-87.38357077488088,-13.410767744231304,18.74950786767859,0,0,0,0,1,1,0,0
-94.26298673252712,-8.26779226744225,8.837062014943672,0,0,1,0,1,1,7,0
-98.26666530261335,-8.91097225685645,19.325499175748586,0,0,0,0,1,1,0,0
-70.32161024716277,-8.652923762556446,25.689867534307556,0,0,0,1,1,1,0,1
-83.14835561872822,-11.90443949191437,12.223826704569433,0,0,0,0,1,1,0,0
-91.72137234137045,-9.742019557757125,19.25724874498873,0,0,0,0,1,1,7,0
-73.03737596744158,-5.343431543696044,24.199492794603763,0,0,0,0,0,1,15,1
-93.11641305352056,-9.095343079561287,15.887931110705084,0,0,0,0,1,1,7,0
-88.7778608873206,-10.099884218550812,20.06309970066622,0,0,0,0,1,1,3,0
-79.87740584700882,-3.5547767575379794,17.036154787457296,0,0,0,0,0,0,22,1
-87.90884832345638,-10.996505589517016,18.05645762200716,0,0,0,0,1,1,0,0
-104.06629771202785,-5.65196559629109,13.267069373507915,0,0,0,0,1,1,0,0
-65.81444168867048,-8.201063107271418,33.737902323491504,0,1,1,0,0,0,7,0
-105.99916646695985,-8.92804173186812,16.799261306226136,0,0,0,0,1,1,7,0
-89.94969419329168,-5.449622028582256,13.387349292279804,0,0,0,0,1,1,3,0
-95.04097493376057,-8.273360470000316,7.344881060684296,0,0,0,0,1,1,0,0
-66.00869353549042,-10.093988062258443,27.739563673467497,0,0,1,0,0,0,15,1
-80.21739989635164,-11.92462816234854,18.983434897489442,0,0,0,0,1,0,0,0
-100.59144342862997,-7.055560752075653,21.909673146512404,0,0,0,0,1,1,0,0
-61.01353673119823,-4.239731457004512,22.578730412064534,1,0,1,1,0,0,15,1
-108.21407318543413,-10.902293754540205,24.560890842607215,0,0,1,0,1,1,0,0
-67.88732759970901,-8.887645742932463,29.50255238412561,1,0,0,0,0,0,15,1
-72.84133192785029,-5.23611716076067,27.985970737541127,1,1,1,0,0,0,3,1
-71.28832521160518,-7.436544788431647,17.979280582431997,1,1,1,0,0,0,12,1
-97.17339506949834,-9.162275338199313,9.424659391861496,0,0,0,0,1,1,0,0
-89.63936606238248,-11.368468588346074,17.838647462551506,0,0,0,0,1,1,3,1
-75.42150898294096,-7.172099858941639,33.809145102853364,1,0,0,0,0,0,0,1
-88.57131984497119,-17.032893681366033,22.368602634273053,0,0,0,0,1,1,0,0
-69.95305123450322,-4.45387097817912,26.44338174258347,1,1,1,0,0,0,0,1
-68.94227344660115,-8.44943972488334,25.08118987389588,0,0,1,0,0,0,12,1
-104.77899450031923,-14.975006696746735,17.56291644081168,1,0,0,0,1,1,0,0
-65.47731508759001,-6.991927520755919,29.75571988522905,1,0,1,1,0,1,12,1
-70.77344965640499,-8.277636200898689,25.99110231144779,1,1,0,0,0,0,22,1
-100.48682140941314,-9.217736847576498,20.227998213616065,0,0,0,0,1,1,0,0
-89.94414812990884,-9.947996112546077,16.704495787277704,0,0,0,0,1,1,0,0
-90.75948235518827,-5.266695385204342,17.29344988069178,0,0,0,0,1,0,0,0
-73.36084987112726,-6.078851024905039,31.076272601664776,1,0,0,0,1,0,7,1
-99.27120190698844,-15.295660945908548,17.217320018529563,0,0,0,0,1,1,7,0
-98.06549856908791,-11.627673460335474,16.879299692819867,0,0,0,0,1,1,7,1
-71.45749426975064,-7.214328231983002,24.810096269843715,1,0,1,1,1,1,7,1
